Higher,Lower,Texture
A♠ Q♠,A♦ 3♦,Type1122
A♠ Q♠,A♦ 2♦,Type1122
A♠ Q♠,A♣ K♣,Type1122
A♠ Q♠,A♣ Q♣,Type1122
A♠ Q♠,A♣ J♣,Type1122
A♠ Q♠,A♣ T♣,Type1122
A♠ Q♠,A♣ 9♣,Type1122
A♠ Q♠,A♣ 8♣,Type1122
A♠ Q♠,A♣ 7♣,Type1122
A♠ Q♠,A♣ 6♣,Type1122
A♠ Q♠,A♣ 5♣,Type1122
A♠ Q♠,A♣ 4♣,Type1122
A♠ Q♠,A♣ 3♣,Type1122
A♠ Q♠,A♣ 2♣,Type1122
A♠ Q♠,K♥ Q♥,Type1122
A♠ Q♠,K♥ J♥,Type1122
A♠ Q♠,K♥ T♥,Type1122
A♠ Q♠,K♥ 9♥,Type1122
A♠ Q♠,K♥ 8♥,Type1122
A♠ Q♠,K♥ 7♥,Type1122
A♠ Q♠,K♥ 6♥,Type1122
A♠ Q♠,K♥ 5♥,Type1122
A♠ Q♠,K♥ 4♥,Type1122
A♠ Q♠,K♥ 3♥,Type1122
A♠ Q♠,K♥ 2♥,Type1122
A♠ Q♠,K♦ Q♦,Type1122
A♠ Q♠,K♦ J♦,Type1122
A♠ Q♠,K♦ T♦,Type1122
A♠ Q♠,K♦ 9♦,Type1122
A♠ Q♠,K♦ 8♦,Type1122
A♠ Q♠,K♦ 7♦,Type1122
A♠ Q♠,K♦ 6♦,Type1122
A♠ Q♠,K♦ 5♦,Type1122
A♠ Q♠,K♦ 4♦,Type1122
A♠ Q♠,K♦ 3♦,Type1122
A♠ Q♠,K♦ 2♦,Type1122
A♠ Q♠,K♣ Q♣,Type1122
A♠ Q♠,K♣ J♣,Type1122
A♠ Q♠,K♣ T♣,Type1122
A♠ Q♠,K♣ 9♣,Type1122
A♠ Q♠,K♣ 8♣,Type1122
A♠ Q♠,K♣ 7♣,Type1122
A♠ Q♠,K♣ 6♣,Type1122
A♠ Q♠,K♣ 5♣,Type1122
A♠ Q♠,K♣ 4♣,Type1122
A♠ Q♠,K♣ 3♣,Type1122
A♠ Q♠,K♣ 2♣,Type1122
A♠ Q♠,Q♥ J♥,Type1122
A♠ Q♠,Q♥ T♥,Type1122
A♠ Q♠,Q♥ 9♥,Type1122
A♠ Q♠,Q♥ 8♥,Type1122
A♠ Q♠,Q♥ 7♥,Type1122
A♠ Q♠,Q♥ 6♥,Type1122
A♠ Q♠,Q♥ 5♥,Type1122
A♠ Q♠,Q♥ 4♥,Type1122
A♠ Q♠,Q♥ 3♥,Type1122
A♠ Q♠,Q♥ 2♥,Type1122
A♠ Q♠,Q♦ J♦,Type1122
A♠ Q♠,Q♦ T♦,Type1122
A♠ Q♠,Q♦ 9♦,Type1122
A♠ Q♠,Q♦ 8♦,Type1122
A♠ Q♠,Q♦ 7♦,Type1122
A♠ Q♠,Q♦ 6♦,Type1122
A♠ Q♠,Q♦ 5♦,Type1122
A♠ Q♠,Q♦ 4♦,Type1122
A♠ Q♠,Q♦ 3♦,Type1122
A♠ Q♠,Q♦ 2♦,Type1122
A♠ Q♠,Q♣ J♣,Type1122
A♠ Q♠,Q♣ T♣,Type1122
A♠ Q♠,Q♣ 9♣,Type1122
A♠ Q♠,Q♣ 8♣,Type1122
A♠ Q♠,Q♣ 7♣,Type1122
A♠ Q♠,Q♣ 6♣,Type1122
A♠ Q♠,Q♣ 5♣,Type1122
A♠ Q♠,Q♣ 4♣,Type1122
A♠ Q♠,Q♣ 3♣,Type1122
A♠ Q♠,Q♣ 2♣,Type1122
A♠ Q♠,J♥ T♥,Type1122
A♠ Q♠,J♥ 9♥,Type1122
A♠ Q♠,J♥ 8♥,Type1122
A♠ Q♠,J♥ 7♥,Type1122
A♠ Q♠,J♥ 6♥,Type1122
A♠ Q♠,J♥ 5♥,Type1122
A♠ Q♠,J♥ 4♥,Type1122
A♠ Q♠,J♥ 3♥,Type1122
A♠ Q♠,J♥ 2♥,Type1122
A♠ Q♠,J♦ T♦,Type1122
A♠ Q♠,J♦ 9♦,Type1122
A♠ Q♠,J♦ 8♦,Type1122
A♠ Q♠,J♦ 7♦,Type1122
A♠ Q♠,J♦ 6♦,Type1122
A♠ Q♠,J♦ 5♦,Type1122
A♠ Q♠,J♦ 4♦,Type1122
A♠ Q♠,J♦ 3♦,Type1122
A♠ Q♠,J♦ 2♦,Type1122
A♠ Q♠,J♣ T♣,Type1122
A♠ Q♠,J♣ 9♣,Type1122
A♠ Q♠,J♣ 8♣,Type1122
A♠ Q♠,J♣ 7♣,Type1122
A♠ Q♠,J♣ 6♣,Type1122
A♠ Q♠,J♣ 5♣,Type1122
A♠ Q♠,J♣ 4♣,Type1122
A♠ Q♠,J♣ 3♣,Type1122
A♠ Q♠,J♣ 2♣,Type1122
A♠ Q♠,T♥ 9♥,Type1122
A♠ Q♠,T♥ 8♥,Type1122
A♠ Q♠,T♥ 7♥,Type1122
A♠ Q♠,T♥ 6♥,Type1122
A♠ Q♠,T♥ 5♥,Type1122
A♠ Q♠,T♥ 4♥,Type1122
A♠ Q♠,T♥ 3♥,Type1122
A♠ Q♠,T♥ 2♥,Type1122
A♠ Q♠,T♦ 9♦,Type1122
A♠ Q♠,T♦ 8♦,Type1122
A♠ Q♠,T♦ 7♦,Type1122
A♠ Q♠,T♦ 6♦,Type1122
A♠ Q♠,T♦ 5♦,Type1122
A♠ Q♠,T♦ 4♦,Type1122
A♠ Q♠,T♦ 3♦,Type1122
A♠ Q♠,T♦ 2♦,Type1122
A♠ Q♠,T♣ 9♣,Type1122
A♠ Q♠,T♣ 8♣,Type1122
A♠ Q♠,T♣ 7♣,Type1122
A♠ Q♠,T♣ 6♣,Type1122
A♠ Q♠,T♣ 5♣,Type1122
A♠ Q♠,T♣ 4♣,Type1122
A♠ Q♠,T♣ 3♣,Type1122
A♠ Q♠,T♣ 2♣,Type1122
A♠ Q♠,9♥ 8♥,Type1122
A♠ Q♠,9♥ 7♥,Type1122
A♠ Q♠,9♥ 6♥,Type1122
A♠ Q♠,9♥ 5♥,Type1122
A♠ Q♠,9♥ 4♥,Type1122
A♠ Q♠,9♥ 3♥,Type1122
A♠ Q♠,9♥ 2♥,Type1122
A♠ Q♠,9♦ 8♦,Type1122
A♠ Q♠,9♦ 7♦,Type1122
A♠ Q♠,9♦ 6♦,Type1122
A♠ Q♠,9♦ 5♦,Type1122
A♠ Q♠,9♦ 4♦,Type1122
A♠ Q♠,9♦ 3♦,Type1122
A♠ Q♠,9♦ 2♦,Type1122
A♠ Q♠,9♣ 8♣,Type1122
A♠ Q♠,9♣ 7♣,Type1122
A♠ Q♠,9♣ 6♣,Type1122
A♠ Q♠,9♣ 5♣,Type1122
A♠ Q♠,9♣ 4♣,Type1122
A♠ Q♠,9♣ 3♣,Type1122
A♠ Q♠,9♣ 2♣,Type1122
A♠ Q♠,8♥ 7♥,Type1122
A♠ Q♠,8♥ 6♥,Type1122
A♠ Q♠,8♥ 5♥,Type1122
A♠ Q♠,8♥ 4♥,Type1122
A♠ Q♠,8♥ 3♥,Type1122
A♠ Q♠,8♥ 2♥,Type1122
A♠ Q♠,8♦ 7♦,Type1122
A♠ Q♠,8♦ 6♦,Type1122
A♠ Q♠,8♦ 5♦,Type1122
A♠ Q♠,8♦ 4♦,Type1122
A♠ Q♠,8♦ 3♦,Type1122
A♠ Q♠,8♦ 2♦,Type1122
A♠ Q♠,8♣ 7♣,Type1122
A♠ Q♠,8♣ 6♣,Type1122
A♠ Q♠,8♣ 5♣,Type1122
A♠ Q♠,8♣ 4♣,Type1122
A♠ Q♠,8♣ 3♣,Type1122
A♠ Q♠,8♣ 2♣,Type1122
A♠ Q♠,7♥ 6♥,Type1122
A♠ Q♠,7♥ 5♥,Type1122
A♠ Q♠,7♥ 4♥,Type1122
A♠ Q♠,7♥ 3♥,Type1122
A♠ Q♠,7♥ 2♥,Type1122
A♠ Q♠,7♦ 6♦,Type1122
A♠ Q♠,7♦ 5♦,Type1122
A♠ Q♠,7♦ 4♦,Type1122
A♠ Q♠,7♦ 3♦,Type1122
A♠ Q♠,7♦ 2♦,Type1122
A♠ Q♠,7♣ 6♣,Type1122
A♠ Q♠,7♣ 5♣,Type1122
A♠ Q♠,7♣ 4♣,Type1122
A♠ Q♠,7♣ 3♣,Type1122
A♠ Q♠,7♣ 2♣,Type1122
A♠ Q♠,6♥ 5♥,Type1122
A♠ Q♠,6♥ 4♥,Type1122
A♠ Q♠,6♥ 3♥,Type1122
A♠ Q♠,6♥ 2♥,Type1122
A♠ Q♠,6♦ 5♦,Type1122
A♠ Q♠,6♦ 4♦,Type1122
A♠ Q♠,6♦ 3♦,Type1122
A♠ Q♠,6♦ 2♦,Type1122
A♠ Q♠,6♣ 5♣,Type1122
A♠ Q♠,6♣ 4♣,Type1122
A♠ Q♠,6♣ 3♣,Type1122
A♠ Q♠,6♣ 2♣,Type1122
A♠ Q♠,5♥ 4♥,Type1122
A♠ Q♠,5♥ 3♥,Type1122
A♠ Q♠,5♥ 2♥,Type1122
A♠ Q♠,5♦ 4♦,Type1122
A♠ Q♠,5♦ 3♦,Type1122
A♠ Q♠,5♦ 2♦,Type1122
A♠ Q♠,5♣ 4♣,Type1122
A♠ Q♠,5♣ 3♣,Type1122
A♠ Q♠,5♣ 2♣,Type1122
A♠ Q♠,4♥ 3♥,Type1122
A♠ Q♠,4♥ 2♥,Type1122
A♠ Q♠,4♦ 3♦,Type1122
A♠ Q♠,4♦ 2♦,Type1122
A♠ Q♠,4♣ 3♣,Type1122
A♠ Q♠,4♣ 2♣,Type1122
A♠ Q♠,3♥ 2♥,Type1122
A♠ Q♠,3♦ 2♦,Type1122
A♠ Q♠,3♣ 2♣,Type1122
A♠ J♠,A♥ K♥,Type1122
A♠ J♠,A♥ Q♥,Type1122
A♠ J♠,A♥ J♥,Type1122
A♠ J♠,A♥ T♥,Type1122
A♠ J♠,A♥ 9♥,Type1122
A♠ J♠,A♥ 8♥,Type1122
A♠ J♠,A♥ 7♥,Type1122
A♠ J♠,A♥ 6♥,Type1122
A♠ J♠,A♥ 5♥,Type1122
A♠ J♠,A♥ 4♥,Type1122
A♠ J♠,A♥ 3♥,Type1122
A♠ J♠,A♥ 2♥,Type1122
A♠ J♠,A♦ K♦,Type1122
A♠ J♠,A♦ Q♦,Type1122
A♠ J♠,A♦ J♦,Type1122
A♠ J♠,A♦ T♦,Type1122
A♠ J♠,A♦ 9♦,Type1122
A♠ J♠,A♦ 8♦,Type1122
A♠ J♠,A♦ 7♦,Type1122
A♠ J♠,A♦ 6♦,Type1122
A♠ J♠,A♦ 5♦,Type1122
A♠ J♠,A♦ 4♦,Type1122
A♠ J♠,A♦ 3♦,Type1122
A♠ J♠,A♦ 2♦,Type1122
A♠ J♠,A♣ K♣,Type1122
A♠ J♠,A♣ Q♣,Type1122
A♠ J♠,A♣ J♣,Type1122
A♠ J♠,A♣ T♣,Type1122
A♠ J♠,A♣ 9♣,Type1122
A♠ J♠,A♣ 8♣,Type1122
A♠ J♠,A♣ 7♣,Type1122
A♠ J♠,A♣ 6♣,Type1122
A♠ J♠,A♣ 5♣,Type1122
A♠ J♠,A♣ 4♣,Type1122
A♠ J♠,A♣ 3♣,Type1122
A♠ J♠,A♣ 2♣,Type1122
A♠ J♠,K♥ Q♥,Type1122
A♠ J♠,K♥ J♥,Type1122
A♠ J♠,K♥ T♥,Type1122
A♠ J♠,K♥ 9♥,Type1122
A♠ J♠,K♥ 8♥,Type1122
A♠ J♠,K♥ 7♥,Type1122
A♠ J♠,K♥ 6♥,Type1122
A♠ J♠,K♥ 5♥,Type1122
A♠ J♠,K♥ 4♥,Type1122
A♠ J♠,K♥ 3♥,Type1122
A♠ J♠,K♥ 2♥,Type1122
A♠ J♠,K♦ Q♦,Type1122
A♠ J♠,K♦ J♦,Type1122
A♠ J♠,K♦ T♦,Type1122
A♠ J♠,K♦ 9♦,Type1122
A♠ J♠,K♦ 8♦,Type1122
A♠ J♠,K♦ 7♦,Type1122
A♠ J♠,K♦ 6♦,Type1122
A♠ J♠,K♦ 5♦,Type1122
A♠ J♠,K♦ 4♦,Type1122
A♠ J♠,K♦ 3♦,Type1122
A♠ J♠,K♦ 2♦,Type1122
A♠ J♠,K♣ Q♣,Type1122
A♠ J♠,K♣ J♣,Type1122
A♠ J♠,K♣ T♣,Type1122
A♠ J♠,K♣ 9♣,Type1122
A♠ J♠,K♣ 8♣,Type1122
A♠ J♠,K♣ 7♣,Type1122
A♠ J♠,K♣ 6♣,Type1122
A♠ J♠,K♣ 5♣,Type1122
A♠ J♠,K♣ 4♣,Type1122
A♠ J♠,K♣ 3♣,Type1122
A♠ J♠,K♣ 2♣,Type1122
A♠ J♠,Q♥ J♥,Type1122
A♠ J♠,Q♥ T♥,Type1122
A♠ J♠,Q♥ 9♥,Type1122
A♠ J♠,Q♥ 8♥,Type1122
A♠ J♠,Q♥ 7♥,Type1122
A♠ J♠,Q♥ 6♥,Type1122
A♠ J♠,Q♥ 5♥,Type1122
A♠ J♠,Q♥ 4♥,Type1122
A♠ J♠,Q♥ 3♥,Type1122
A♠ J♠,Q♥ 2♥,Type1122
A♠ J♠,Q♦ J♦,Type1122
A♠ J♠,Q♦ T♦,Type1122
A♠ J♠,Q♦ 9♦,Type1122
A♠ J♠,Q♦ 8♦,Type1122
A♠ J♠,Q♦ 7♦,Type1122
A♠ J♠,Q♦ 6♦,Type1122
A♠ J♠,Q♦ 5♦,Type1122
A♠ J♠,Q♦ 4♦,Type1122
A♠ J♠,Q♦ 3♦,Type1122
A♠ J♠,Q♦ 2♦,Type1122
A♠ J♠,Q♣ J♣,Type1122
A♠ J♠,Q♣ T♣,Type1122
A♠ J♠,Q♣ 9♣,Type1122
A♠ J♠,Q♣ 8♣,Type1122
A♠ J♠,Q♣ 7♣,Type1122
A♠ J♠,Q♣ 6♣,Type1122
A♠ J♠,Q♣ 5♣,Type1122
A♠ J♠,Q♣ 4♣,Type1122
A♠ J♠,Q♣ 3♣,Type1122
A♠ J♠,Q♣ 2♣,Type1122
A♠ J♠,J♥ T♥,Type1122
A♠ J♠,J♥ 9♥,Type1122
A♠ J♠,J♥ 8♥,Type1122
A♠ J♠,J♥ 7♥,Type1122
A♠ J♠,J♥ 6♥,Type1122
A♠ J♠,J♥ 5♥,Type1122
A♠ J♠,J♥ 4♥,Type1122
A♠ J♠,J♥ 3♥,Type1122
A♠ J♠,J♥ 2♥,Type1122
A♠ J♠,J♦ T♦,Type1122
A♠ J♠,J♦ 9♦,Type1122
A♠ J♠,J♦ 8♦,Type1122
A♠ J♠,J♦ 7♦,Type1122
A♠ J♠,J♦ 6♦,Type1122
A♠ J♠,J♦ 5♦,Type1122
A♠ J♠,J♦ 4♦,Type1122
A♠ J♠,J♦ 3♦,Type1122
A♠ J♠,J♦ 2♦,Type1122
A♠ J♠,J♣ T♣,Type1122
A♠ J♠,J♣ 9♣,Type1122
A♠ J♠,J♣ 8♣,Type1122
A♠ J♠,J♣ 7♣,Type1122
A♠ J♠,J♣ 6♣,Type1122
A♠ J♠,J♣ 5♣,Type1122
A♠ J♠,J♣ 4♣,Type1122
A♠ J♠,J♣ 3♣,Type1122
A♠ J♠,J♣ 2♣,Type1122
A♠ J♠,T♥ 9♥,Type1122
A♠ J♠,T♥ 8♥,Type1122
A♠ J♠,T♥ 7♥,Type1122
A♠ J♠,T♥ 6♥,Type1122
A♠ J♠,T♥ 5♥,Type1122
A♠ J♠,T♥ 4♥,Type1122
A♠ J♠,T♥ 3♥,Type1122
A♠ J♠,T♥ 2♥,Type1122
A♠ J♠,T♦ 9♦,Type1122
A♠ J♠,T♦ 8♦,Type1122
A♠ J♠,T♦ 7♦,Type1122
A♠ J♠,T♦ 6♦,Type1122
A♠ J♠,T♦ 5♦,Type1122
A♠ J♠,T♦ 4♦,Type1122
A♠ J♠,T♦ 3♦,Type1122
A♠ J♠,T♦ 2♦,Type1122
A♠ J♠,T♣ 9♣,Type1122
A♠ J♠,T♣ 8♣,Type1122
A♠ J♠,T♣ 7♣,Type1122
A♠ J♠,T♣ 6♣,Type1122
A♠ J♠,T♣ 5♣,Type1122
A♠ J♠,T♣ 4♣,Type1122
A♠ J♠,T♣ 3♣,Type1122
A♠ J♠,T♣ 2♣,Type1122
A♠ J♠,9♥ 8♥,Type1122
A♠ J♠,9♥ 7♥,Type1122
A♠ J♠,9♥ 6♥,Type1122
A♠ J♠,9♥ 5♥,Type1122
A♠ J♠,9♥ 4♥,Type1122
