Higher,Lower,Texture
A♠ K♠,3♠ 2♠,Type1111
A♠ Q♠,K♠ J♠,Type1111
A♠ Q♠,K♠ T♠,Type1111
A♠ Q♠,K♠ 9♠,Type1111
A♠ Q♠,K♠ 8♠,Type1111
A♠ Q♠,K♠ 7♠,Type1111
A♠ Q♠,K♠ 6♠,Type1111
A♠ Q♠,K♠ 5♠,Type1111
A♠ Q♠,K♠ 4♠,Type1111
A♠ Q♠,K♠ 3♠,Type1111
A♠ Q♠,K♠ 2♠,Type1111
A♠ Q♠,J♠ T♠,Type1111
A♠ Q♠,J♠ 9♠,Type1111
A♠ Q♠,J♠ 8♠,Type1111
A♠ Q♠,J♠ 7♠,Type1111
A♠ Q♠,J♠ 6♠,Type1111
A♠ Q♠,J♠ 5♠,Type1111
A♠ Q♠,J♠ 4♠,Type1111
A♠ Q♠,J♠ 3♠,Type1111
A♠ Q♠,J♠ 2♠,Type1111
A♠ Q♠,T♠ 9♠,Type1111
A♠ Q♠,T♠ 8♠,Type1111
A♠ Q♠,T♠ 7♠,Type1111
A♠ Q♠,T♠ 6♠,Type1111
A♠ Q♠,T♠ 5♠,Type1111
A♠ Q♠,T♠ 4♠,Type1111
A♠ Q♠,T♠ 3♠,Type1111
A♠ Q♠,T♠ 2♠,Type1111
A♠ Q♠,9♠ 8♠,Type1111
A♠ Q♠,9♠ 7♠,Type1111
A♠ Q♠,9♠ 6♠,Type1111
A♠ Q♠,9♠ 5♠,Type1111
A♠ Q♠,9♠ 4♠,Type1111
A♠ Q♠,9♠ 3♠,Type1111
A♠ Q♠,9♠ 2♠,Type1111
A♠ Q♠,8♠ 7♠,Type1111
A♠ Q♠,8♠ 6♠,Type1111
A♠ Q♠,8♠ 5♠,Type1111
A♠ Q♠,8♠ 4♠,Type1111
A♠ Q♠,8♠ 3♠,Type1111
A♠ Q♠,8♠ 2♠,Type1111
A♠ Q♠,7♠ 6♠,Type1111
A♠ Q♠,7♠ 5♠,Type1111
A♠ Q♠,7♠ 4♠,Type1111
A♠ Q♠,7♠ 3♠,Type1111
A♠ Q♠,7♠ 2♠,Type1111
A♠ Q♠,6♠ 5♠,Type1111
A♠ Q♠,6♠ 4♠,Type1111
A♠ Q♠,6♠ 3♠,Type1111
A♠ Q♠,6♠ 2♠,Type1111
A♠ Q♠,5♠ 4♠,Type1111
A♠ Q♠,5♠ 3♠,Type1111
A♠ Q♠,5♠ 2♠,Type1111
A♠ Q♠,4♠ 3♠,Type1111
A♠ Q♠,4♠ 2♠,Type1111
A♠ Q♠,3♠ 2♠,Type1111
A♠ J♠,K♠ Q♠,Type1111
A♠ J♠,K♠ T♠,Type1111
A♠ J♠,K♠ 9♠,Type1111
A♠ J♠,K♠ 8♠,Type1111
A♠ J♠,K♠ 7♠,Type1111
A♠ J♠,K♠ 6♠,Type1111
A♠ J♠,K♠ 5♠,Type1111
A♠ J♠,K♠ 4♠,Type1111
A♠ J♠,K♠ 3♠,Type1111
A♠ J♠,K♠ 2♠,Type1111
A♠ J♠,Q♠ T♠,Type1111
A♠ J♠,Q♠ 9♠,Type1111
A♠ J♠,Q♠ 8♠,Type1111
A♠ J♠,Q♠ 7♠,Type1111
A♠ J♠,Q♠ 6♠,Type1111
A♠ J♠,Q♠ 5♠,Type1111
A♠ J♠,Q♠ 4♠,Type1111
A♠ J♠,Q♠ 3♠,Type1111
A♠ J♠,Q♠ 2♠,Type1111
A♠ J♠,T♠ 9♠,Type1111
A♠ J♠,T♠ 8♠,Type1111
A♠ J♠,T♠ 7♠,Type1111
A♠ J♠,T♠ 6♠,Type1111
A♠ J♠,T♠ 5♠,Type1111
A♠ J♠,T♠ 4♠,Type1111
A♠ J♠,T♠ 3♠,Type1111
A♠ J♠,T♠ 2♠,Type1111
A♠ J♠,9♠ 8♠,Type1111
A♠ J♠,9♠ 7♠,Type1111
A♠ J♠,9♠ 6♠,Type1111
A♠ J♠,9♠ 5♠,Type1111
A♠ J♠,9♠ 4♠,Type1111
A♠ J♠,9♠ 3♠,Type1111
A♠ J♠,9♠ 2♠,Type1111
A♠ J♠,8♠ 7♠,Type1111
A♠ J♠,8♠ 6♠,Type1111
A♠ J♠,8♠ 5♠,Type1111
A♠ J♠,8♠ 4♠,Type1111
A♠ J♠,8♠ 3♠,Type1111
A♠ J♠,8♠ 2♠,Type1111
A♠ J♠,7♠ 6♠,Type1111
A♠ J♠,7♠ 5♠,Type1111
A♠ J♠,7♠ 4♠,Type1111
A♠ J♠,7♠ 3♠,Type1111
A♠ J♠,7♠ 2♠,Type1111
A♠ J♠,6♠ 5♠,Type1111
A♠ J♠,6♠ 4♠,Type1111
A♠ J♠,6♠ 3♠,Type1111
A♠ J♠,6♠ 2♠,Type1111
A♠ J♠,5♠ 4♠,Type1111
A♠ J♠,5♠ 3♠,Type1111
A♠ J♠,5♠ 2♠,Type1111
A♠ J♠,4♠ 3♠,Type1111
A♠ J♠,4♠ 2♠,Type1111
A♠ J♠,3♠ 2♠,Type1111
A♠ T♠,K♠ Q♠,Type1111
A♠ T♠,K♠ J♠,Type1111
A♠ T♠,K♠ 9♠,Type1111
A♠ T♠,K♠ 8♠,Type1111
A♠ T♠,K♠ 7♠,Type1111
A♠ T♠,K♠ 6♠,Type1111
A♠ T♠,K♠ 5♠,Type1111
A♠ T♠,K♠ 4♠,Type1111
A♠ T♠,K♠ 3♠,Type1111
A♠ T♠,K♠ 2♠,Type1111
A♠ T♠,Q♠ J♠,Type1111
A♠ T♠,Q♠ 9♠,Type1111
A♠ T♠,Q♠ 8♠,Type1111
A♠ T♠,Q♠ 7♠,Type1111
A♠ T♠,Q♠ 6♠,Type1111
A♠ T♠,Q♠ 5♠,Type1111
A♠ T♠,Q♠ 4♠,Type1111
A♠ T♠,Q♠ 3♠,Type1111
A♠ T♠,Q♠ 2♠,Type1111
A♠ T♠,J♠ 9♠,Type1111
A♠ T♠,J♠ 8♠,Type1111
A♠ T♠,J♠ 7♠,Type1111
A♠ T♠,J♠ 6♠,Type1111
A♠ T♠,J♠ 5♠,Type1111
A♠ T♠,J♠ 4♠,Type1111
A♠ T♠,J♠ 3♠,Type1111
A♠ T♠,J♠ 2♠,Type1111
A♠ T♠,9♠ 8♠,Type1111
A♠ T♠,9♠ 7♠,Type1111
A♠ T♠,9♠ 6♠,Type1111
A♠ T♠,9♠ 5♠,Type1111
A♠ T♠,9♠ 4♠,Type1111
A♠ T♠,9♠ 3♠,Type1111
A♠ T♠,9♠ 2♠,Type1111
A♠ T♠,8♠ 7♠,Type1111
A♠ T♠,8♠ 6♠,Type1111
A♠ T♠,8♠ 5♠,Type1111
A♠ T♠,8♠ 4♠,Type1111
A♠ T♠,8♠ 3♠,Type1111
A♠ T♠,8♠ 2♠,Type1111
A♠ T♠,7♠ 6♠,Type1111
A♠ T♠,7♠ 5♠,Type1111
A♠ T♠,7♠ 4♠,Type1111
A♠ T♠,7♠ 3♠,Type1111
A♠ T♠,7♠ 2♠,Type1111
A♠ T♠,6♠ 5♠,Type1111
A♠ T♠,6♠ 4♠,Type1111
A♠ T♠,6♠ 3♠,Type1111
A♠ T♠,6♠ 2♠,Type1111
A♠ T♠,5♠ 4♠,Type1111
A♠ T♠,5♠ 3♠,Type1111
A♠ T♠,5♠ 2♠,Type1111
A♠ T♠,4♠ 3♠,Type1111
A♠ T♠,4♠ 2♠,Type1111
A♠ T♠,3♠ 2♠,Type1111
A♠ 9♠,K♠ Q♠,Type1111
A♠ 9♠,K♠ J♠,Type1111
A♠ 9♠,K♠ T♠,Type1111
A♠ 9♠,K♠ 8♠,Type1111
A♠ 9♠,K♠ 7♠,Type1111
A♠ 9♠,K♠ 6♠,Type1111
A♠ 9♠,K♠ 5♠,Type1111
A♠ 9♠,K♠ 4♠,Type1111
A♠ 9♠,K♠ 3♠,Type1111
A♠ 9♠,K♠ 2♠,Type1111
A♠ 9♠,Q♠ J♠,Type1111
A♠ 9♠,Q♠ T♠,Type1111
A♠ 9♠,Q♠ 8♠,Type1111
A♠ 9♠,Q♠ 7♠,Type1111
A♠ 9♠,Q♠ 6♠,Type1111
A♠ 9♠,Q♠ 5♠,Type1111
A♠ 9♠,Q♠ 4♠,Type1111
A♠ 9♠,Q♠ 3♠,Type1111
A♠ 9♠,Q♠ 2♠,Type1111
A♠ 9♠,J♠ T♠,Type1111
A♠ 9♠,J♠ 8♠,Type1111
A♠ 9♠,J♠ 7♠,Type1111
A♠ 9♠,J♠ 6♠,Type1111
A♠ 9♠,J♠ 5♠,Type1111
A♠ 9♠,J♠ 4♠,Type1111
A♠ 9♠,J♠ 3♠,Type1111
A♠ 9♠,J♠ 2♠,Type1111
A♠ 9♠,T♠ 8♠,Type1111
A♠ 9♠,T♠ 7♠,Type1111
A♠ 9♠,T♠ 6♠,Type1111
A♠ 9♠,T♠ 5♠,Type1111
A♠ 9♠,T♠ 4♠,Type1111
A♠ 9♠,T♠ 3♠,Type1111
A♠ 9♠,T♠ 2♠,Type1111
A♠ 9♠,8♠ 7♠,Type1111
A♠ 9♠,8♠ 6♠,Type1111
A♠ 9♠,8♠ 5♠,Type1111
A♠ 9♠,8♠ 4♠,Type1111
A♠ 9♠,8♠ 3♠,Type1111
A♠ 9♠,8♠ 2♠,Type1111
A♠ 9♠,7♠ 6♠,Type1111
A♠ 9♠,7♠ 5♠,Type1111
A♠ 9♠,7♠ 4♠,Type1111
A♠ 9♠,7♠ 3♠,Type1111
A♠ 9♠,7♠ 2♠,Type1111
A♠ 9♠,6♠ 5♠,Type1111
A♠ 9♠,6♠ 4♠,Type1111
A♠ 9♠,6♠ 3♠,Type1111
A♠ 9♠,6♠ 2♠,Type1111
A♠ 9♠,5♠ 4♠,Type1111
A♠ 9♠,5♠ 3♠,Type1111
A♠ 9♠,5♠ 2♠,Type1111
A♠ 9♠,4♠ 3♠,Type1111
A♠ 9♠,4♠ 2♠,Type1111
A♠ 9♠,3♠ 2♠,Type1111
A♠ 8♠,K♠ Q♠,Type1111
A♠ 8♠,K♠ J♠,Type1111
A♠ 8♠,K♠ T♠,Type1111
A♠ 8♠,K♠ 9♠,Type1111
A♠ 8♠,K♠ 7♠,Type1111
A♠ 8♠,K♠ 6♠,Type1111
A♠ 8♠,K♠ 5♠,Type1111
A♠ 8♠,K♠ 4♠,Type1111
A♠ 8♠,K♠ 3♠,Type1111
A♠ 8♠,K♠ 2♠,Type1111
A♠ 8♠,Q♠ J♠,Type1111
A♠ 8♠,Q♠ T♠,Type1111
A♠ 8♠,Q♠ 9♠,Type1111
A♠ 8♠,Q♠ 7♠,Type1111
A♠ 8♠,Q♠ 6♠,Type1111
A♠ 8♠,Q♠ 5♠,Type1111
A♠ 8♠,Q♠ 4♠,Type1111
A♠ 8♠,Q♠ 3♠,Type1111
A♠ 8♠,Q♠ 2♠,Type1111
A♠ 8♠,J♠ T♠,Type1111
A♠ 8♠,J♠ 9♠,Type1111
A♠ 8♠,J♠ 7♠,Type1111
A♠ 8♠,J♠ 6♠,Type1111
A♠ 8♠,J♠ 5♠,Type1111
A♠ 8♠,J♠ 4♠,Type1111
A♠ 8♠,J♠ 3♠,Type1111
A♠ 8♠,J♠ 2♠,Type1111
A♠ 8♠,T♠ 9♠,Type1111
A♠ 8♠,T♠ 7♠,Type1111
A♠ 8♠,T♠ 6♠,Type1111
A♠ 8♠,T♠ 5♠,Type1111
A♠ 8♠,T♠ 4♠,Type1111
A♠ 8♠,T♠ 3♠,Type1111
A♠ 8♠,T♠ 2♠,Type1111
A♠ 8♠,9♠ 7♠,Type1111
A♠ 8♠,9♠ 6♠,Type1111
A♠ 8♠,9♠ 5♠,Type1111
A♠ 8♠,9♠ 4♠,Type1111
A♠ 8♠,9♠ 3♠,Type1111
A♠ 8♠,9♠ 2♠,Type1111
A♠ 8♠,7♠ 6♠,Type1111
A♠ 8♠,7♠ 5♠,Type1111
A♠ 8♠,7♠ 4♠,Type1111
A♠ 8♠,7♠ 3♠,Type1111
A♠ 8♠,7♠ 2♠,Type1111
A♠ 8♠,6♠ 5♠,Type1111
A♠ 8♠,6♠ 4♠,Type1111
A♠ 8♠,6♠ 3♠,Type1111
A♠ 8♠,6♠ 2♠,Type1111
A♠ 8♠,5♠ 4♠,Type1111
A♠ 8♠,5♠ 3♠,Type1111
A♠ 8♠,5♠ 2♠,Type1111
A♠ 8♠,4♠ 3♠,Type1111
A♠ 8♠,4♠ 2♠,Type1111
A♠ 8♠,3♠ 2♠,Type1111
A♠ 7♠,K♠ Q♠,Type1111
A♠ 7♠,K♠ J♠,Type1111
A♠ 7♠,K♠ T♠,Type1111
A♠ 7♠,K♠ 9♠,Type1111
A♠ 7♠,K♠ 8♠,Type1111
A♠ 7♠,K♠ 6♠,Type1111
A♠ 7♠,K♠ 5♠,Type1111
A♠ 7♠,K♠ 4♠,Type1111
A♠ 7♠,K♠ 3♠,Type1111
A♠ 7♠,K♠ 2♠,Type1111
A♠ 7♠,Q♠ J♠,Type1111
A♠ 7♠,Q♠ T♠,Type1111
A♠ 7♠,Q♠ 9♠,Type1111
A♠ 7♠,Q♠ 8♠,Type1111
A♠ 7♠,Q♠ 6♠,Type1111
A♠ 7♠,Q♠ 5♠,Type1111
A♠ 7♠,Q♠ 4♠,Type1111
A♠ 7♠,Q♠ 3♠,Type1111
A♠ 7♠,Q♠ 2♠,Type1111
A♠ 7♠,J♠ T♠,Type1111
A♠ 7♠,J♠ 9♠,Type1111
A♠ 7♠,J♠ 8♠,Type1111
A♠ 7♠,J♠ 6♠,Type1111
A♠ 7♠,J♠ 5♠,Type1111
A♠ 7♠,J♠ 4♠,Type1111
A♠ 7♠,J♠ 3♠,Type1111
A♠ 7♠,J♠ 2♠,Type1111
A♠ 7♠,T♠ 9♠,Type1111
A♠ 7♠,T♠ 8♠,Type1111
A♠ 7♠,T♠ 6♠,Type1111
A♠ 7♠,T♠ 5♠,Type1111
A♠ 7♠,T♠ 4♠,Type1111
A♠ 7♠,T♠ 3♠,Type1111
A♠ 7♠,T♠ 2♠,Type1111
A♠ 7♠,9♠ 8♠,Type1111
A♠ 7♠,9♠ 6♠,Type1111
A♠ 7♠,9♠ 5♠,Type1111
A♠ 7♠,9♠ 4♠,Type1111
A♠ 7♠,9♠ 3♠,Type1111
A♠ 7♠,9♠ 2♠,Type1111
A♠ 7♠,8♠ 6♠,Type1111
A♠ 7♠,8♠ 5♠,Type1111
A♠ 7♠,8♠ 4♠,Type1111
A♠ 7♠,8♠ 3♠,Type1111
A♠ 7♠,8♠ 2♠,Type1111
A♠ 7♠,6♠ 5♠,Type1111
A♠ 7♠,6♠ 4♠,Type1111
A♠ 7♠,6♠ 3♠,Type1111
A♠ 7♠,6♠ 2♠,Type1111
A♠ 7♠,5♠ 4♠,Type1111
A♠ 7♠,5♠ 3♠,Type1111
A♠ 7♠,5♠ 2♠,Type1111
A♠ 7♠,4♠ 3♠,Type1111
A♠ 7♠,4♠ 2♠,Type1111
A♠ 7♠,3♠ 2♠,Type1111
A♠ 6♠,K♠ Q♠,Type1111
A♠ 6♠,K♠ J♠,Type1111
A♠ 6♠,K♠ T♠,Type1111
A♠ 6♠,K♠ 9♠,Type1111
A♠ 6♠,K♠ 8♠,Type1111
A♠ 6♠,K♠ 7♠,Type1111
A♠ 6♠,K♠ 5♠,Type1111
A♠ 6♠,K♠ 4♠,Type1111
A♠ 6♠,K♠ 3♠,Type1111
A♠ 6♠,K♠ 2♠,Type1111
A♠ 6♠,Q♠ J♠,Type1111
A♠ 6♠,Q♠ T♠,Type1111
A♠ 6♠,Q♠ 9♠,Type1111
A♠ 6♠,Q♠ 8♠,Type1111
A♠ 6♠,Q♠ 7♠,Type1111
A♠ 6♠,Q♠ 5♠,Type1111
A♠ 6♠,Q♠ 4♠,Type1111
A♠ 6♠,Q♠ 3♠,Type1111
A♠ 6♠,Q♠ 2♠,Type1111
A♠ 6♠,J♠ T♠,Type1111
A♠ 6♠,J♠ 9♠,Type1111
A♠ 6♠,J♠ 8♠,Type1111
A♠ 6♠,J♠ 7♠,Type1111
A♠ 6♠,J♠ 5♠,Type1111
A♠ 6♠,J♠ 4♠,Type1111
A♠ 6♠,J♠ 3♠,Type1111
A♠ 6♠,J♠ 2♠,Type1111
A♠ 6♠,T♠ 9♠,Type1111
A♠ 6♠,T♠ 8♠,Type1111
A♠ 6♠,T♠ 7♠,Type1111
A♠ 6♠,T♠ 5♠,Type1111
A♠ 6♠,T♠ 4♠,Type1111
A♠ 6♠,T♠ 3♠,Type1111
A♠ 6♠,T♠ 2♠,Type1111
A♠ 6♠,9♠ 8♠,Type1111
A♠ 6♠,9♠ 7♠,Type1111
A♠ 6♠,9♠ 5♠,Type1111
A♠ 6♠,9♠ 4♠,Type1111
A♠ 6♠,9♠ 3♠,Type1111
A♠ 6♠,9♠ 2♠,Type1111
A♠ 6♠,8♠ 7♠,Type1111
A♠ 6♠,8♠ 5♠,Type1111
A♠ 6♠,8♠ 4♠,Type1111
A♠ 6♠,8♠ 3♠,Type1111
A♠ 6♠,8♠ 2♠,Type1111
A♠ 6♠,7♠ 5♠,Type1111
A♠ 6♠,7♠ 4♠,Type1111
A♠ 6♠,7♠ 3♠,Type1111
A♠ 6♠,7♠ 2♠,Type1111
A♠ 6♠,5♠ 4♠,Type1111
A♠ 6♠,5♠ 3♠,Type1111
A♠ 6♠,5♠ 2♠,Type1111
A♠ 6♠,4♠ 3♠,Type1111
A♠ 6♠,4♠ 2♠,Type1111
A♠ 6♠,3♠ 2♠,Type1111
A♠ 5♠,K♠ Q♠,Type1111
A♠ 5♠,K♠ J♠,Type1111
A♠ 5♠,K♠ T♠,Type1111
A♠ 5♠,K♠ 9♠,Type1111
A♠ 5♠,K♠ 8♠,Type1111
A♠ 5♠,K♠ 7♠,Type1111
A♠ 5♠,K♠ 6♠,Type1111
A♠ 5♠,K♠ 4♠,Type1111
A♠ 5♠,K♠ 3♠,Type1111
A♠ 5♠,K♠ 2♠,Type1111
A♠ 5♠,Q♠ J♠,Type1111
A♠ 5♠,Q♠ T♠,Type1111
A♠ 5♠,Q♠ 9♠,Type1111
A♠ 5♠,Q♠ 8♠,Type1111
A♠ 5♠,Q♠ 7♠,Type1111
A♠ 5♠,Q♠ 6♠,Type1111
A♠ 5♠,Q♠ 4♠,Type1111
A♠ 5♠,Q♠ 3♠,Type1111
A♠ 5♠,Q♠ 2♠,Type1111
A♠ 5♠,J♠ T♠,Type1111
A♠ 5♠,J♠ 9♠,Type1111
A♠ 5♠,J♠ 8♠,Type1111
A♠ 5♠,J♠ 7♠,Type1111
A♠ 5♠,J♠ 6♠,Type1111
A♠ 5♠,J♠ 4♠,Type1111
A♠ 5♠,J♠ 3♠,Type1111
A♠ 5♠,J♠ 2♠,Type1111
A♠ 5♠,T♠ 9♠,Type1111
A♠ 5♠,T♠ 8♠,Type1111
A♠ 5♠,T♠ 7♠,Type1111
A♠ 5♠,T♠ 6♠,Type1111
A♠ 5♠,T♠ 4♠,Type1111
A♠ 5♠,T♠ 3♠,Type1111
A♠ 5♠,T♠ 2♠,Type1111
A♠ 5♠,9♠ 8♠,Type1111
A♠ 5♠,9♠ 7♠,Type1111
A♠ 5♠,9♠ 6♠,Type1111
A♠ 5♠,9♠ 4♠,Type1111
A♠ 5♠,9♠ 3♠,Type1111
A♠ 5♠,9♠ 2♠,Type1111
A♠ 5♠,8♠ 7♠,Type1111
A♠ 5♠,8♠ 6♠,Type1111
A♠ 5♠,8♠ 4♠,Type1111
A♠ 5♠,8♠ 3♠,Type1111
A♠ 5♠,8♠ 2♠,Type1111
A♠ 5♠,7♠ 6♠,Type1111
A♠ 5♠,7♠ 4♠,Type1111
A♠ 5♠,7♠ 3♠,Type1111
A♠ 5♠,7♠ 2♠,Type1111
A♠ 5♠,6♠ 4♠,Type1111
A♠ 5♠,6♠ 3♠,Type1111
A♠ 5♠,6♠ 2♠,Type1111
A♠ 5♠,4♠ 3♠,Type1111
A♠ 5♠,4♠ 2♠,Type1111
A♠ 5♠,3♠ 2♠,Type1111
A♠ 4♠,K♠ Q♠,Type1111
A♠ 4♠,K♠ J♠,Type1111
A♠ 4♠,K♠ T♠,Type1111
A♠ 4♠,K♠ 9♠,Type1111
A♠ 4♠,K♠ 8♠,Type1111
A♠ 4♠,K♠ 7♠,Type1111
A♠ 4♠,K♠ 6♠,Type1111
A♠ 4♠,K♠ 5♠,Type1111
A♠ 4♠,K♠ 3♠,Type1111
A♠ 4♠,K♠ 2♠,Type1111
A♠ 4♠,Q♠ J♠,Type1111
A♠ 4♠,Q♠ T♠,Type1111
A♠ 4♠,Q♠ 9♠,Type1111
A♠ 4♠,Q♠ 8♠,Type1111
A♠ 4♠,Q♠ 7♠,Type1111
A♠ 4♠,Q♠ 6♠,Type1111
A♠ 4♠,Q♠ 5♠,Type1111
A♠ 4♠,Q♠ 3♠,Type1111
A♠ 4♠,Q♠ 2♠,Type1111
A♠ 4♠,J♠ T♠,Type1111
A♠ 4♠,J♠ 9♠,Type1111
A♠ 4♠,J♠ 8♠,Type1111
A♠ 4♠,J♠ 7♠,Type1111
A♠ 4♠,J♠ 6♠,Type1111
A♠ 4♠,J♠ 5♠,Type1111
A♠ 4♠,J♠ 3♠,Type1111
A♠ 4♠,J♠ 2♠,Type1111
A♠ 4♠,T♠ 9♠,Type1111
A♠ 4♠,T♠ 8♠,Type1111
A♠ 4♠,T♠ 7♠,Type1111
A♠ 4♠,T♠ 6♠,Type1111
A♠ 4♠,T♠ 5♠,Type1111
A♠ 4♠,T♠ 3♠,Type1111
A♠ 4♠,T♠ 2♠,Type1111
A♠ 4♠,9♠ 8♠,Type1111
A♠ 4♠,9♠ 7♠,Type1111
A♠ 4♠,9♠ 6♠,Type1111
A♠ 4♠,9♠ 5♠,Type1111
A♠ 4♠,9♠ 3♠,Type1111
A♠ 4♠,9♠ 2♠,Type1111
A♠ 4♠,8♠ 7♠,Type1111
A♠ 4♠,8♠ 6♠,Type1111
A♠ 4♠,8♠ 5♠,Type1111
A♠ 4♠,8♠ 3♠,Type1111
A♠ 4♠,8♠ 2♠,Type1111
A♠ 4♠,7♠ 6♠,Type1111
A♠ 4♠,7♠ 5♠,Type1111
A♠ 4♠,7♠ 3♠,Type1111
A♠ 4♠,7♠ 2♠,Type1111
A♠ 4♠,6♠ 5♠,Type1111
A♠ 4♠,6♠ 3♠,Type1111
A♠ 4♠,6♠ 2♠,Type1111
A♠ 4♠,5♠ 3♠,Type1111
A♠ 4♠,5♠ 2♠,Type1111
A♠ 4♠,3♠ 2♠,Type1111
A♠ 3♠,K♠ Q♠,Type1111
A♠ 3♠,K♠ J♠,Type1111
A♠ 3♠,K♠ T♠,Type1111
A♠ 3♠,K♠ 9♠,Type1111
A♠ 3♠,K♠ 8♠,Type1111
A♠ 3♠,K♠ 7♠,Type1111
A♠ 3♠,K♠ 6♠,Type1111
A♠ 3♠,K♠ 5♠,Type1111
A♠ 3♠,K♠ 4♠,Type1111
A♠ 3♠,K♠ 2♠,Type1111
A♠ 3♠,Q♠ J♠,Type1111
A♠ 3♠,Q♠ T♠,Type1111
A♠ 3♠,Q♠ 9♠,Type1111
A♠ 3♠,Q♠ 8♠,Type1111
A♠ 3♠,Q♠ 7♠,Type1111
A♠ 3♠,Q♠ 6♠,Type1111
A♠ 3♠,Q♠ 5♠,Type1111
A♠ 3♠,Q♠ 4♠,Type1111
A♠ 3♠,Q♠ 2♠,Type1111
A♠ 3♠,J♠ T♠,Type1111
A♠ 3♠,J♠ 9♠,Type1111
A♠ 3♠,J♠ 8♠,Type1111
A♠ 3♠,J♠ 7♠,Type1111
A♠ 3♠,J♠ 6♠,Type1111
A♠ 3♠,J♠ 5♠,Type1111
A♠ 3♠,J♠ 4♠,Type1111
A♠ 3♠,J♠ 2♠,Type1111
A♠ 3♠,T♠ 9♠,Type1111
A♠ 3♠,T♠ 8♠,Type1111
A♠ 3♠,T♠ 7♠,Type1111
A♠ 3♠,T♠ 6♠,Type1111
A♠ 3♠,T♠ 5♠,Type1111
A♠ 3♠,T♠ 4♠,Type1111
A♠ 3♠,T♠ 2♠,Type1111
A♠ 3♠,9♠ 8♠,Type1111
A♠ 3♠,9♠ 7♠,Type1111
A♠ 3♠,9♠ 6♠,Type1111
A♠ 3♠,9♠ 5♠,Type1111
A♠ 3♠,9♠ 4♠,Type1111
A♠ 3♠,9♠ 2♠,Type1111
A♠ 3♠,8♠ 7♠,Type1111
A♠ 3♠,8♠ 6♠,Type1111
A♠ 3♠,8♠ 5♠,Type1111
A♠ 3♠,8♠ 4♠,Type1111
A♠ 3♠,8♠ 2♠,Type1111
A♠ 3♠,7♠ 6♠,Type1111
A♠ 3♠,7♠ 5♠,Type1111
A♠ 3♠,7♠ 4♠,Type1111
A♠ 3♠,7♠ 2♠,Type1111
A♠ 3♠,6♠ 5♠,Type1111
A♠ 3♠,6♠ 4♠,Type1111
A♠ 3♠,6♠ 2♠,Type1111
A♠ 3♠,5♠ 4♠,Type1111
A♠ 3♠,5♠ 2♠,Type1111
A♠ 3♠,4♠ 2♠,Type1111
A♠ 2♠,K♠ Q♠,Type1111
A♠ 2♠,K♠ J♠,Type1111
A♠ 2♠,K♠ T♠,Type1111
A♠ 2♠,K♠ 9♠,Type1111
A♠ 2♠,K♠ 8♠,Type1111
A♠ 2♠,K♠ 7♠,Type1111
A♠ 2♠,K♠ 6♠,Type1111
