Higher,Lower,HigherWins,LowerWins,Ties
2251799815782400,67108866,1121008,582710,8586
17179873280,549755830272,1121008,582710,8586
274877907200,1099511635968,1121008,582710,8586
140737521909760,134217729,1121008,582710,8586
4608,1125899906843648,1049012,654321,8971
2533274790395904,563087392374784,1049012,654321,8971
37748736,8390656,1049012,654321,8971
309237645312,68736253952,1049012,654321,8971
137441050624,1048577,1171751,528104,12449
140737488357376,70368811286528,1171751,528104,12449
16777472,549755814016,1171751,528104,12449
1125917086711808,8589942784,1171751,528104,12449
16777472,8590000128,1140280,560607,11417
137441050624,70369281048576,1140280,560607,11417
1125917086711808,4398046511232,1140280,560607,11417
140737488357376,1048584,1140280,560607,11417
562949953552384,71468255805440,1034692,660877,16735
1073742848,130,1034692,660877,16735
68719476752,8724152320,1034692,660877,16735
8796101410816,1064960,1034692,660877,16735
137440002048,549755814400,1100918,599979,11407
1125908496777216,4194305,1100918,599979,11407
70368744179712,34359746560,1100918,599979,11407
16777344,281475043819520,1100918,599979,11407
16781312,17592187092992,1087857,617603,6844
1126174784749568,70368744439808,1087857,617603,6844
2251799813687296,2147483776,1087857,617603,6844
137472507904,8589934624,1087857,617603,6844
33570816,536870914,1247723,434431,30150
4098,1099511693312,1247723,434431,30150
275012124672,4398046527488,1247723,434431,30150
2252899325313024,134217736,1247723,434431,30150
134218240,140737756790784,1004845,683192,24267
1099515822080,2199023255808,1004845,683192,24267
281474976727040,17179901952,1004845,683192,24267
34359738370,2097156,1004845,683192,24267
68719476737,4194312,998117,697127,17060
67109888,281475513581568,998117,697127,17060
562949953429504,34359803904,998117,697127,17060
549764202496,4398046511616,998117,697127,17060
141836999983104,2147483904,458673,810585,443046
17592188141568,258,458673,810585,443046
140737488617472,17314086912,458673,810585,443046
17179869216,2113536,458673,810585,443046
34360262656,2147483776,1062837,627073,22394
35184372089344,8589934624,1062837,627073,22394
281479271677952,17592187092992,1062837,627073,22394
4194368,70368744439808,1062837,627073,22394
1073742336,17181966336,464128,1241596,6580
8796097216512,140754668224512,464128,1241596,6580
281474976841728,2097408,464128,1241596,6580
34359738384,140737488355584,464128,1241596,6580
70506183131136,282024732524544,1045844,653591,12869
1050624,4202496,1045844,653591,12869
8606711808,34426847232,1045844,653591,12869
1125899906842752,513,1045844,653591,12869
70368744308736,33,1024904,636650,50750
8796094070784,2214592512,1024904,636650,50750
1073741952,270336,1024904,636650,50750
8589934608,18141941858304,1024904,636650,50750
1374389534720,137438986240,1052029,650594,9681
2251799813685250,1125900175278080,1052029,650594,9681
167772160,16777220,1052029,650594,9681
20480,2199023257600,1052029,650594,9681
34426847232,35184372089344,919797,456688,335819
282024732524544,4194368,919797,456688,335819
281479271677952,4202496,919797,456688,335819
34360262656,513,919797,456688,335819
1125899911036928,281474993487872,12667,12667,1686970
137438953984,34359740416,12667,12667,1686970
140874927308800,196608,1004437,697130,10737
2099200,13194139533312,1004437,697130,10737
1125899906842880,1610612736,1004437,697130,10737
17196646400,24,1004437,697130,10737
1407374883553280,4196352,37212,122557,1552535
1125899906843136,171798691840,37212,122557,1552535
281612415664128,20971520,37212,122557,1552535
34376515584,2560,37212,122557,1552535
8796097216512,52776558133248,895358,794511,22435
34359738384,96,895358,794511,22435
281474976841728,786432,895358,794511,22435
1073742336,6442450944,895358,794511,22435
1125899906850816,70370891661312,943391,756364,12549
549772591104,1048608,943391,756364,12549
67110912,17592186044544,943391,756364,12549
137438953473,8590196736,943391,756364,12549
1099511627792,134217732,856810,416101,439393
1073758208,268435458,856810,416101,439393
8796227239936,2199023271936,856810,416101,439393
131074,1099511660544,856810,416101,439393
33587200,16416,1116785,585910,9609
4100,17592186044418,1116785,585910,9609
2253998836940800,1101659111424,1116785,585910,9609
275146342400,134479872,1116785,585910,9609
137441050624,562949953421824,1013243,688708,10353
140737488357376,34368126976,1013243,688708,10353
16777472,281543696187392,1013243,688708,10353
1125917086711808,4195328,1013243,688708,10353
274882101248,35184372121600,1131852,572996,7456
281474976714752,2199023779840,1131852,572996,7456
2251834173423616,268435520,1131852,572996,7456
33554944,4294967300,1131852,572996,7456
1196268651020288,2199023255560,1096807,602314,13183
2176,65540,1096807,602314,13183
146028888064,4398314946560,1096807,602314,13183
17825792,536903680,1096807,602314,13183
158329674399744,536870916,1094228,585191,32885
2359296,268435464,1094228,585191,32885
288,4398046543872,1094228,585191,32885
19327352832,2199023321088,1094228,585191,32885
8590458880,4429185024,1124424,418660,169220
70373039144960,36283883716608,1124424,418660,169220
35184372088960,66,1124424,418660,169220
1048640,540672,1124424,418660,169220
34359738400,4194308,378673,855699,477932
17592190238720,2199023256064,378673,855699,477932
281475245146112,2147484160,378673,855699,477932
281474976972800,34359771136,378673,855699,477932
549756338176,262160,861008,763576,87720
67108928,8796093022240,861008,763576,87720
4294967297,2147614720,861008,763576,87720
35184372097024,17593259786240,861008,763576,87720
33558528,34359738624,1413643,292529,6132
2251799813689344,140737492549632,1413643,292529,6132
274911461376,281474978807808,1413643,292529,6132
2252074691592192,17179869696,1413643,292529,6132
83886080,135266304,1007186,690570,14548
1125899906842625,70368744177666,1007186,690570,14548
10240,16512,1007186,690570,14548
687194767360,1108101562368,1007186,690570,14548
68719477760,2199023288320,1371778,334158,6368
562949961809920,268435460,1371778,334158,6368
412316860416,16778240,1286800,406310,19194
6144,1125968626319360,1286800,406310,19194
50331648,562949953423360,1286800,406310,19194
3377699720527872,137447342080,1286800,406310,19194
9216,140737488355330,1016723,677576,18005
618475290624,136314880,1016723,677576,18005
562949953421313,1116691496960,1016723,677576,18005
75497472,16640,1016723,677576,18005
258,8589950976,1210636,377644,124024
17314086912,1099511627904,1210636,377644,124024
141836999983104,1048578,1210636,377644,124024
2113536,70368878395392,1210636,377644,124024
8804682956800,8208,1136466,393246,182592
131200,550829555712,1136466,393246,182592
1074790400,8796093022209,1136466,393246,182592
70368744177680,67239936,1136466,393246,182592
4194816,2228224,1416285,288627,7392
34363932672,18253611008,1416285,288627,7392
281474976711168,272,1416285,288627,7392
281509336449024,149533581377536,1416285,288627,7392
2251937252638720,562949955518464,1100225,604299,7780
33556480,140737496743936,1100225,604299,7780
1125899906846720,17179870208,1100225,604299,7780
274894684160,68719476992,1100225,604299,7780
275146342400,285873023221760,1008360,695121,8823
4100,4259840,1008360,695121,8823
33587200,34896609280,1008360,695121,8823
2253998836940800,520,1008360,695121,8823
68719484928,2199023256064,1009128,686339,16837
549755814912,34359771136,1009128,686339,16837
8388609,281475245146112,1009128,686339,16837
562950020530176,4194308,1009128,686339,16837
598134325510144,16896,1136042,560248,16014
73014444032,281474976710658,1136042,560248,16014
8912896,1133871366144,1136042,560248,16014
1088,138412032,1136042,560248,16014
4194308,39582418599936,914481,775177,22646
2199023256064,4831838208,914481,775177,22646
281475245146112,589824,914481,775177,22646
34359771136,72,914481,775177,22646
562949953429504,2200096997376,958490,735741,18073
68719476737,268566528,958490,735741,18073
67109888,8796093022212,958490,735741,18073
549764202496,32784,958490,735741,18073
412316860416,1140850688,1148868,552692,10744
3377699720527872,9345848836096,1148868,552692,10744
50331648,139264,1148868,552692,10744
6144,17,1148868,552692,10744
16777217,537001984,938544,760201,13559
549755815936,65552,938544,760201,13559
137438961664,4399120252928,938544,760201,13559
1125899973951488,8796093022216,938544,760201,13559
16908288,8864812498944,1268916,377455,65933
138512695296,562949953421328,1268916,377455,65933
2064,1082130432,1268916,377455,65933
1134695999864832,132096,1268916,377455,65933
1134695999864832,640,937110,764025,11169
138512695296,351843720888320,937110,764025,11169
16908288,42949672960,937110,764025,11169
2064,5242880,937110,764025,11169
8830452760576,141836999983104,1018729,669945,23630
281474976710672,258,1018729,669945,23630
131584,2113536,1018729,669945,23630
1077936128,17314086912,1018729,669945,23630
146028888064,8796093022464,1114034,588058,10212
1196268651020288,2097168,1114034,588058,10212
17825792,140738562097152,1114034,588058,10212
2176,17180000256,1114034,588058,10212
2155872256,513,1014362,682273,15669
562949953421344,34426847232,1014362,682273,15669
17660905521152,4202496,1014362,682273,15669
263168,282024732524544,1014362,682273,15669
75497472,8796097216512,1009163,685953,17188
618475290624,34359738384,1009163,685953,17188
562949953421313,281474976841728,1009163,685953,17188
9216,1073742336,1009163,685953,17188
137438986240,17592186306560,493633,1210107,8564
16777220,2147483680,493633,1210107,8564
1125900175278080,2147483680,493633,1210107,8564
2199023257600,17592186306560,493633,1210107,8564
2251799813686272,4104,485918,1127943,98443
33619968,8392704,485918,1127943,98443
2256197860196352,563224831328256,485918,1127943,98443
275414777856,68753031168,485918,1127943,98443
17592186046464,1048832,956240,745283,10781
1125902054326272,140737488355456,956240,745283,10781
16777248,8592031744,956240,745283,10781
137439215616,70385924046848,956240,745283,10781
8200,16385,718355,378427,615522
4398046511105,549755813890,718355,378427,615522
67174400,134225920,718355,378427,615522
550292684800,1099578736640,718355,378427,615522
85899345920,1099511627904,1204385,492553,15366
1280,8589950976,1204385,492553,15366
10485760,70368878395392,1204385,492553,15366
703687441776640,1048578,1204385,492553,15366
1099511631872,4194816,499288,1205475,7541
33554434,34363932672,499288,1205475,7541
2251799947902976,281474976711168,499288,1205475,7541
274877923328,281509336449024,499288,1205475,7541
16777232,2056,675469,446736,590099
1125900980584448,137975824384,675469,446736,590099
1130297953353728,8796093024256,675469,446736,590099
137439084544,16842752,675469,446736,590099
68723671040,276824064,1187291,381118,143895
8389120,33792,1187291,381118,143895
562984313159680,2267742732288,1187291,381118,143895
562949953421316,281474976711680,1187291,381118,143895
1082130432,140737492549632,926696,770349,15259
562949953421328,281474978807808,926696,770349,15259
8864812498944,34359738624,926696,770349,15259
132096,17179869696,926696,770349,15259
16400,268468224,487336,1179188,45780
8796093022210,32772,487336,1179188,45780
134348800,2199291691008,487336,1179188,45780
1100585369600,2199023255556,487336,1179188,45780
1125899906859008,65544,497485,1202943,11876
134219776,536936448,497485,1202943,11876
137438953474,4398046511112,497485,1202943,11876
1099528404992,4398583382016,497485,1202943,11876
16779264,70377334112256,1369728,337204,5372
1126037345796096,1048704,1369728,337204,5372
137455730688,70368744177792,1369728,337204,5372
1125899906844672,8590983168,1369728,337204,5372
8796109799424,134348800,1220266,422142,69896
1125899906973696,8796093022210,1220266,422142,69896
137438953488,1100585369600,1220266,422142,69896
1073743872,16400,1220266,422142,69896
2097160,67108992,1066926,609375,36003
17179934720,549756862464,1066926,609375,36003
140738025226240,8589934593,1066926,609375,36003
4398046511360,70368744185856,1066926,609375,36003
351843720888320,1099512676352,1247673,364230,100401
42949672960,134217856,1247673,364230,100401
5242880,70368744194048,1247673,364230,100401
640,8589934594,1247673,364230,100401
2251799813685376,1101659111424,1136311,568483,7510
8623489024,16416,1136311,568483,7510
1052672,17592186044418,1136311,568483,7510
70643622084608,134479872,1136311,568483,7510
562949954469888,2199023517696,1127097,567798,17409
8589935616,2147483652,1127097,567798,17409
68719476864,268435488,1127097,567798,17409
70368752566272,17592186077184,1127097,567798,17409
1125899906842880,4294967298,1162406,538307,11591
140874927308800,1099512152064,1162406,538307,11591
2099200,35184372105216,1162406,538307,11591
17196646400,134217792,1162406,538307,11591
17592186044432,134225920,1048225,533721,130358
1074003968,549755813890,1048225,533721,130358
131104,1099578736640,1048225,533721,130358
8798240505856,16385,1048225,533721,130358
538968064,2199023263744,1102691,573511,36102
4415226380288,67108868,1102691,573511,36102
65792,268435457,1102691,573511,36102
140737488355336,549755846656,1102691,573511,36102
1050624,140737488355840,971408,729614,11282
70506183131136,34361835520,971408,729614,11282
8606711808,4194560,971408,729614,11282
1125899906842752,281492156579840,971408,729614,11282
4198400,2050,1063322,639673,9309
2251799813685760,1126999418470400,1063322,639673,9309
281749854617600,137573171200,1063322,639673,9309
34393292800,16793600,1063322,639673,9309
140754668224512,536870928,1400923,303268,8113
2097408,1073741832,1400923,303268,8113
140737488355584,4398046642176,1400923,303268,8113
17181966336,8796093087744,1400923,303268,8113
562949953486848,536870916,1137331,491912,83061
536871936,4398046543872,1137331,491912,83061
4398054899712,268435464,1137331,491912,83061
68719476744,2199023321088,1137331,491912,83061
1125934266580992,524292,1124681,577186,10437
137443147776,2199023255616,1124681,577186,10437
281474976712704,4295000064,1124681,577186,10437
16777728,35184640524288,1124681,577186,10437
562949953429504,17179869216,958257,738244,15803
68719476737,17592188141568,958257,738244,15803
549764202496,2147483904,958257,738244,15803
67109888,140737488617472,958257,738244,15803
70373039144960,8796093087744,1078497,584111,49696
8590458880,1073741832,1078497,584111,49696
35184372088960,536870928,1078497,584111,49696
1048640,4398046642176,1078497,584111,49696
68719476740,8589934608,968766,726117,17421
268436480,1073741952,968766,726117,17421
562949953454080,70368744308736,968766,726117,17421
2199031644160,8796094070784,968766,726117,17421
285212672,4295032832,984697,713844,13763
1125899906842628,4398046511168,984697,713844,13763
34816,524296,984697,713844,13763
2336462209024,35184908959744,984697,713844,13763
3145728,8448,1101416,350566,260322
140737488355329,384,1101416,350566,260322
25769803776,69206016,1101416,350566,260322
211106232532992,566935683072,1101416,350566,260322
268439552,70368744177728,942677,761910,7717
2251799813718016,35192962023424,942677,761910,7717
274877906948,4296015872,942677,761910,7717
2199056809984,524416,942677,761910,7717
4194320,67125248,1112297,574824,25183
281476050452480,1099511627777,1112297,574824,25183
34359869440,549890031616,1112297,574824,25183
8796093022720,8194,1112297,574824,25183
140806207832064,541065216,1138360,557862,16082
562949953421568,4432406249472,1138360,557862,16082
2098176,281474976710664,1138360,557862,16082
17188257792,66048,1138360,557862,16082
1126449662656512,528,979720,720432,12152
16785408,35433480192,979720,720432,12152
2049,4325376,979720,720432,12152
137506062336,290271069732864,979720,720432,12152
1073745920,70368744701952,954869,752109,5326
274877906960,35184373137408,954869,752109,5326
8796126576640,4294967424,954869,752109,5326
2251799813816320,8589934656,954869,752109,5326
33554496,10737418240,970874,735176,6254
274878431232,87960930222080,970874,735176,6254
35184372092928,1310720,970874,735176,6254
2251804108652544,160,970874,735176,6254
562951027163136,70368744178688,398328,1058016,255960
562958543355904,68719607808,398328,1058016,255960
68720525312,8388624,398328,1058016,255960
8388736,8796093023232,398328,1058016,255960
8320,4362076160,1071513,478856,161935
68157440,35734127902720,1071513,478856,161935
70368744177665,532480,1071513,478856,161935
558345748480,65,1071513,478856,161935
1125899906843136,2199560126464,1067945,632409,11950
34376515584,32776,1067945,632409,11950
281612415664128,268500992,1067945,632409,11950
4196352,4398046511108,1067945,632409,11950
2105344,131074,999215,677822,35267
141287244169216,8796227239936,999215,677822,35267
17246978048,1073758208,999215,677822,35267
257,1099511627792,999215,677822,35267
281474976710664,35184373137408,939325,749861,23118
541065216,70368744701952,939325,749861,23118
4432406249472,4294967424,939325,749861,23118
66048,8589934656,939325,749861,23118
17592320262144,16385,988267,398550,325487
1099511627808,134225920,988267,398550,325487
2147500032,549755813890,988267,398550,325487
262146,1099578736640,988267,398550,325487
1125899907891200,16779264,1574725,114580,22999
1125899906844672,137438953600,1574725,114580,22999
137455730688,8589936640,1574725,114580,22999
1126037345796096,70368760954880,1574725,114580,22999
140737505132544,2129920,1207789,443668,60847
1125899908939776,142936511610880,1207789,443668,60847
137438953728,17448304640,1207789,443668,60847
17179871232,260,1207789,443668,60847
549760008192,1099578736640,1172505,451391,88408
34359738369,549755813890,1172505,451391,88408
67109376,134225920,1172505,451391,88408
281474976718848,16385,1172505,451391,88408
562949953421316,17592186052608,1096879,597038,18387
33792,67108896,1096879,597038,18387
276824064,549756076032,1096879,597038,18387
2267742732288,2147483649,1096879,597038,18387
140737488388096,558345748480,1076382,600437,35485
2199025352704,8320,1076382,600437,35485
268435712,70368744177665,1076382,600437,35485
17179869188,68157440,1076382,600437,35485
351843720888320,4194305,1110419,350284,251601
34359746560,640,1110419,350284,251601
42949672960,549755814400,1110419,350284,251601
281475043819520,5242880,1110419,350284,251601
526336,70368745226240,471470,1233995,6839
35321811042304,70368745226240,471470,1233995,6839
1125899906842688,8589934720,471470,1233995,6839
4311744512,8589934720,471470,1233995,6839
2251868533161984,8590196736,1093701,611755,6848
33555456,17592186044544,1093701,611755,6848
562949953425408,70370891661312,1093701,611755,6848
274886295552,1048608,1093701,611755,6848
562958543355904,4398046511360,1114574,581671,16059
70368744178688,2097160,1114574,581671,16059
68720525312,140738025226240,1114574,581671,16059
8388736,17179934720,1114574,581671,16059
274878955520,290271069732864,1009156,696491,6657
70368744181760,4325376,1009156,696491,6657
33554560,35433480192,1009156,696491,6657
2251808403619840,528,1009156,696491,6657
2251799813685256,562949953421440,987230,716119,8955
570425344,8598323200,987230,716119,8955
69632,1049600,987230,716119,8955
4672924418048,70437463654400,987230,716119,8955
16777248,67110912,381505,843459,487340
137439215616,549772591104,381505,843459,487340
1125899906850816,17592186046464,381505,843459,487340
1125902054326272,137438953473,381505,843459,487340
137439477760,281474976710658,1080183,621141,10980
1125904201809920,16896,1080183,621141,10980
35184372090880,138412032,1080183,621141,10980
16777280,1133871366144,1080183,621141,10980
412316860416,2147483652,1129489,573803,9012
3377699720527872,17592186077184,1129489,573803,9012
6144,268435488,1129489,573803,9012
50331648,2199023517696,1129489,573803,9012
35184372154368,8798240505856,924479,701019,86806
536870976,17592186044432,924479,701019,86806
4294967304,1074003968,924479,701019,86806
4398047035392,131104,924479,701019,86806
38654705664,549755813892,1148662,540109,23533
4718592,2199090364416,1148662,540109,23533
316659348799488,32769,1148662,540109,23533
576,268443648,1148662,540109,23533
4398048608256,134742016,1083007,593896,35401
140737488420864,35184372088834,1083007,593896,35401
536871168,16448,1083007,593896,35401
17179869192,1103806595072,1083007,593896,35401
4456448,2199023779840,1104012,584663,23629
299067162755072,35184372121600,1104012,584663,23629
36507222016,4294967300,1104012,584663,23629
544,268435520,1104012,584663,23629
134217760,549755830272,988267,398550,325487
17592186060800,67108866,988267,398550,325487
2147483650,1099511635968,988267,398550,325487
1099511889920,134217729,988267,398550,325487
1048832,536870916,1101377,579298,31629
70385924046848,268435464,1101377,579298,31629
140737488355456,2199023321088,1101377,579298,31629
8592031744,4398046543872,1101377,579298,31629
2199031644160,67174400,1055690,637673,18941
68719476740,550292684800,1055690,637673,18941
562949953454080,4398046511105,1055690,637673,18941
268436480,8200,1055690,637673,18941
140737622573056,70368744185856,1076202,599653,36449
2097154,549756862464,1076202,599653,36449
1099511628032,67108992,1076202,599653,36449
17179885568,8589934593,1076202,599653,36449
33280,9,1000412,686733,25159
272629760,73728,1000412,686733,25159
281474976710660,4947802324992,1000412,686733,25159
2233382993920,603979776,1000412,686733,25159
2199040032768,68719542272,1027296,672416,12592
1125899906875392,4398046512128,1027296,672416,12592
268437504,8388616,1027296,672416,12592
137438953476,562950490292224,1027296,672416,12592
281474976972800,1649267441664,1070099,617787,24418
17592190238720,24576,1070099,617787,24418
34359738400,201326592,1070099,617787,24418
2147484160,3,1070099,617787,24418
275146342400,550292684800,1104694,596237,11373
2253998836940800,4398046511105,1104694,596237,11373
4100,8200,1104694,596237,11373
33587200,67174400,1104694,596237,11373
134348800,268435458,845518,427464,439322
8796093022210,134217732,845518,427464,439322
1100585369600,2199023271936,845518,427464,439322
16400,1099511660544,845518,427464,439322
2101248,4294968320,1098805,606534,6965
17213423616,35184380477440,1098805,606534,6965
2251799813685504,562949953945600,1098805,606534,6965
141012366262272,68719476800,1098805,606534,6965
2097408,65540,1405610,296562,10132
140737488355584,2199023255560,1405610,296562,10132
17181966336,536903680,1405610,296562,10132
140754668224512,4398314946560,1405610,296562,10132
70506183131136,549755813889,819069,878239,14996
8606711808,549822922752,819069,878239,14996
1050624,67117056,819069,878239,14996
1125899906842752,8193,819069,878239,14996
2251799813685256,137438953600,1003092,701454,7758
570425344,8589936640,1003092,701454,7758
4672924418048,70368760954880,1003092,701454,7758
69632,1125899907891200,1003092,701454,7758
72,4947802324992,1016419,467829,228056
39582418599936,603979776,1016419,467829,228056
4831838208,73728,1016419,467829,228056
589824,9,1016419,467829,228056
2164260864,1099511889920,1240268,400447,71589
264192,134217760,1240268,400447,71589
1125899906842656,17592186060800,1240268,400447,71589
17729624997888,2147483650,1240268,400447,71589
134217729,67108866,12216,12216,1687872
1099511635968,549755830272,12216,12216,1687872
598134325510144,85899345920,445952,1103775,162577
703687441776640,1088,445952,1103775,162577
73014444032,10485760,445952,1103775,162577
8912896,1280,445952,1103775,162577
34078720,24576,1146317,554746,11241
2286984185774080,1649267441664,1146317,554746,11241
279172874240,201326592,1146317,554746,11241
4160,3,1146317,554746,11241
275414777856,8623489024,483740,970762,257802
2251799813685376,4104,483740,970762,257802
2256197860196352,70643622084608,483740,970762,257802
33619968,1052672,483740,970762,257802
140737555464192,8796093022224,506222,1188276,17806
2097153,1073872896,506222,1188276,17806
17179877376,8797166764032,506222,1188276,17806
549755814144,131088,506222,1188276,17806
68719476744,8796093546496,969431,728132,14741
4398054899712,1073741888,969431,728132,14741
536871936,35184372219904,969431,728132,14741
562949953486848,4294967312,969431,728132,14741
68719509504,17592186044420,1180485,462631,69188
8388612,2201170739200,1180485,462631,69188
2199023256576,268697600,1180485,462631,69188
562950221856768,32800,1180485,462631,69188
4160,39582418599936,1178398,489426,44480
2286984185774080,4831838208,1178398,489426,44480
279172874240,589824,1178398,489426,44480
34078720,72,1178398,489426,44480
4406636445696,129,448421,564700,699183
70368744177672,1056768,448421,564700,699183
8657043456,65664,448421,564700,699183
70918499991552,537919488,448421,564700,699183
8796093024256,70368746274816,934738,766889,10677
16777232,17179869312,934738,766889,10677
1125900980584448,8589934848,934738,766889,10677
137439084544,140737489403904,934738,766889,10677
268959744,131076,1037244,445902,229158
2203318222848,1073774592,1037244,445902,229158
32832,2199023255568,1037244,445902,229158
35184372088836,8796361457664,1037244,445902,229158
2251799813947392,2147500032,1267310,393792,51202
17592219598848,1099511627808,1267310,393792,51202
2147487744,17592320262144,1267310,393792,51202
274877906976,262146,1267310,393792,51202
562950490292224,2359296,909911,787076,15317
8388616,158329674399744,909911,787076,15317
68719542272,288,909911,787076,15317
4398046512128,19327352832,909911,787076,15317
2151677952,4294983680,1099658,587948,24698
262656,524290,1099658,587948,24698
281474976710688,1099511627840,1099658,587948,24698
17626545782784,35184506306560,1099658,587948,24698
8448,35192962023424,909255,769393,33656
140737488355329,4296015872,909255,769393,33656
69206016,70368744177728,909255,769393,33656
566935683072,524416,909255,769393,33656
4608,281474976743424,1306006,371480,34818
37748736,268435968,1306006,371480,34818
2533274790395904,34359738372,1306006,371480,34818
